" is out of stock!"," is out of stock!"
"Remind date","Remind date"
"Remove from compare","Remove from compare"
"Remove","Remove"
"Renaissance Blankets","Renaissance Blankets"
"Repeat Password","Repeat Password"
"Repeat new password *","Repeat new password *"
"Repeat password *","Repeat password *"
"Repeat password","Repeat password"
"Resellers","Resellers"
"Reset password feature does not work while offline!","Reset password feature does not work while offline!"
"Reset password","Reset password"
"Resetting the password ... ","Resetting the password ... "
"Rest assured, we offer free returns within 30 days","Rest assured, we offer free returns within 30 days"
"Return policy","Return policy"
"Return to home","Return to home"
"Return to shopping","Return to shopping"
"Returns","Returns"
"Review order","Review order"
"Review","Review"
"Reviews","Reviews"
"Rewards dollars may be applied onto existing orders within 7 days of checkout.","Rewards dollars may be applied onto existing orders within 7 days of checkout."
"Rising Stars","Rising Stars"
"Rising Starts","Rising Starts"
"SKU","SKU"
"SKU: {sku}","SKU: {sku}"
"Safety","Safety"
"Sale","Sale"
"Save & Make Another","Save & Make Another"
"Save for later","Save for later"
"Search","Search"
"Searched term should consist of at least 3 characters.","Searched term should consist of at least 3 characters."
"See Preview","See Preview"
"See details","See details"
"See our bestsellers","See our bestsellers"
"See past winning numbers","See past winning numbers"
"Select Design Variant","Select Design Variant"
"Select No","Select No"
"Select Yes","Select Yes"
"Select Your Box","Select Your Box"
"Select Your Type of Pet","Select Your Type of Pet"
"Select color ","Select color "
"Select design","Select design"
"Select set","Select set"
"Select size and material","Select size and material"
"Select size {variant}","Select size {variant}"
"Select size","Select size"
"Select style","Select style"
"Select your character's primary colors.","Select your character's primary colors."
"Select","Select"
"Selected variant is out of stock","Selected variant is out of stock"
"Selfies","Selfies"
"Send my feedback","Send my feedback"
"Send photos later","Send photos later"
"Services","Services"
"Set as default Billing address","Set as default Billing address"
"Set as default Shipping address","Set as default Shipping address"
"Share Your Look","Share Your Look"
"Share with Petsies","Share with Petsies"
"Share your child's drawings and see what other children from around the world have created","Share your child's drawings and see what other children from around the world have created"
"Share your link with your friends to earn more raffle tickets","Share your link with your friends to earn more raffle tickets"
"Ship to my default address","Ship to my default address"
"Shipping Discounts","Shipping Discounts"
"Shipping address","Shipping address"
"Shipping details","Shipping details"
"Shipping method","Shipping method"
"Shipping","Shipping"
"Shirts","Shirts"
"Shopping Cart","Shopping Cart"
"Shopping cart is empty. Please add some products before entering Checkout","Shopping cart is empty. Please add some products before entering Checkout"
"Shopping cart","Shopping cart"
"Shopping summary","Shopping summary"
"Show products","Show products"
"Show subcategories","Show subcategories"
"Side and back views are also encouraged","Side and back views are also encouraged"
"Sign up to our newsletter and receive a coupon for 10% off!","Sign up to our newsletter and receive a coupon for 10% off!"
"Similar Products","Similar Products"
"Similar products","Similar products"
"Size guide","Size guide"
"Size","Size"
"Skip to the front of the line!","Skip to the front of the line!"
"Social","Social"
"Socks","Socks"
"Some customers use multiple photos to mix and match outfits or accessories","Some customers use multiple photos to mix and match outfits or accessories"
"Some fields are invalid","Some fields are invalid"
"Some of the ordered products are not available!","Some of the ordered products are not available!"
"Some products you've ordered are out of stock. Your order has been canceled.","Some products you've ordered are out of stock. Your order has been canceled."
"Something went wrong ...","Something went wrong ..."
"Something went wrong","Something went wrong"
"Something went wrong, sorry","Something went wrong, sorry"
"Something went wrong. Please try another payment method","Something went wrong. Please try another payment method"
"Something went wrong. Try again in a few seconds.","Something went wrong. Try again in a few seconds."
"Sometimes our team has questions about your design","Sometimes our team has questions about your design"
"Sort By","Sort By"
"Specialty Commission Order Form","Specialty Commission Order Form"
"Specialty Commissions","Specialty Commissions"
"Spot in Line","Spot in Line"
"Square Photo Pillows","Square Photo Pillows"
"Start shopping","Start shopping"
"State / Province","State / Province"
"State/Province","State/Province"
"Status","Status"
"Step {number}","Step {number}"
"Stock check in progress, please wait while available stock quantities are checked","Stock check in progress, please wait while available stock quantities are checked"
"Store locator","Store locator"
"Story","Story"
"Street Name","Street Name"
"Street name *","Street name *"
"Street name","Street name"
"Stuffed Animal Pros","Stuffed Animal Pros"
"Subscribe to Newsletters","Subscribe to Newsletters"
"Subscribe to the newsletter and receive a coupon for 10% off","Subscribe to the newsletter and receive a coupon for 10% off"
"Subscribe","Subscribe"
"Subtotal Incl Tax","Subtotal Incl Tax"
"Subtotal incl. tax","Subtotal incl. tax"
"Subtotal","Subtotal"
"Success! Your storybook is on it's way","Success! Your storybook is on it's way"
"Sucessfully changed password","Sucessfully changed password"
"Summary","Summary"
"Tap & hold link to copy","Tap & hold link to copy"
"Tax ID *","Tax ID *"
"Tax ID must have at least 3 letters.","Tax ID must have at least 3 letters."
"Tax identification number *","Tax identification number *"
"Tax identification number must have at least 3 letters.","Tax identification number must have at least 3 letters."
"Tax identification number","Tax identification number"
"Tax","Tax"
"Tell us about your pet's coloration and defining feature(s).","Tell us about your pet's coloration and defining feature(s)."
"Terms and conditions","Terms and conditions"
"Terms of Service","Terms of Service"
"Text components","Text components"
"Thank You - You've Ordered a Custom {storeName} Plushie","Thank You - You've Ordered a Custom {storeName} Plushie"
"Thank You","Thank You"
"Thank you for ordering a custom {storeName} toy","Thank you for ordering a custom {storeName} toy"
"Thank you for placing your Petsies order.","Thank you for placing your Petsies order."
"Thank you for supporting our artists & good luck!!","Thank you for supporting our artists & good luck!!"
"Thank you for your subscription!","Thank you for your subscription!"
"Thanks! Our support team will contact you soon to help figure out this payment issue.","Thanks! Our support team will contact you soon to help figure out this payment issue."
"That payment method was not accepted for this transaction. Please choose another.","That payment method was not accepted for this transaction. Please choose another."
"The @BudsiesToys Gift Box lets your kids draw art and turn it into a real stuffed animal!","The @BudsiesToys Gift Box lets your kids draw art and turn it into a real stuffed animal!"
"The OrderNumber is {id}","The Order Number is {id}"
"The Standard size fits most animals. We recommend the Miniature size for smaller dog breeds, miniature cats, hamsters, etc.","The Standard size fits most animals. We recommend the Miniature size for smaller dog breeds, miniature cats, hamsters, etc."
"The new account will be created with the purchase. You will receive details on e-mail.","The new account will be created with the purchase. You will receive details on e-mail."
"The order can not be transfered because of server error. Order has been queued","The order can not be transfered because of server error. Order has been queued"
"The perfect canvas for your creativity","The perfect canvas for your creativity"
"The perfect holiday gift (even last minute!)","The perfect holiday gift (even last minute!)"
"The perfect next step for the child's drawings","The perfect next step for the child's drawings"
"The product is out of stock and cannot be added to the cart!","The product is out of stock and cannot be added to the cart!"
"The product, category or CMS page is not available in Offline mode. Redirecting to Home.","The product, category or CMS page is not available in Offline mode. Redirecting to Home."
"The server order id has been set to ","The server order id has been set to "
"There is no Internet connection. You can still place your order. We will notify you if any of ordered products is not available because we cannot check it right now.","There is no Internet connection. You can still place your order. We will notify you if any of ordered products is not available because we cannot check it right now."
"This feature is not implemented yet! Please take a look at https://github.com/DivanteLtd/vue-storefront/issues for our Roadmap!","This feature is not implemented yet! Please take a look at https://github.com/DivanteLtd/vue-storefront/issues for our Roadmap!"
"This feature is not implemented yet! Please take a look at","This feature is not implemented yet! Please take a look at"
"This payment method already exists in Your vault.","This payment method already exists in Your vault."
"This product is out of stock.","This product is out of stock."
"Thumbnail","Thumbnail"
"To finish the order just come back to our store while online. Your order will be sent to the server as soon as you come back here while online and then confirmed regarding the stock quantities of selected items","To finish the order just come back to our store while online. Your order will be sent to the server as soon as you come back here while online and then confirmed regarding the stock quantities of selected items"
"Toggle password visibility","Toggle password visibility"
"Total Discounts","Total Discounts"
"Total items","Total items"
"Total","Total"
"Totals","Totals"
"Track my order","Track my order"
"Try again","Try again"
"Type what you are looking for...","Type what you are looking for..."
"Type your opinion","Type your opinion"
"Type","Type"
"Typography","Typography"
"Uh oh! We got error with your payment.","Uh oh! We got error with your payment."
"Unable to add new address","Unable to add new address"
"Unable to initialize the uploader control...","Unable to initialize the uploader control..."
"Unable to update address","Unable to update address"
"Unfortunately we can't find the page you are looking for.","Unfortunately we can't find the page you are looking for."
"Unhandled error, wrong response format!","Unhandled error, wrong response format!"
"United States","United States"
"Update Address","Update Address"
"Update item","Update item"
"Update my preferences","Update my preferences"
"Update my profile","Update my profile"
"Update my shipping details","Update my shipping details"
"Update password","Update password"
"Update personal data","Update personal data"
"Update the address","Update the address"
"Update","Update"
"Upgrade Your Petsies {product} (optional)","Upgrade Your Petsies {product} (optional)"
"Upgrade Your Plush (optional)","Upgrade Your Plush (optional)"
"Upgrade Your {productType} (optional)","Upgrade Your {productType} (optional)"
"Upgrade Your {product} (optional)","Upgrade Your {product} (optional)"
"Upload Back View photo","Upload Back View photo"
"Upload Now","Upload Now"
"Upload Photo of Pet","Upload Photo of Pet"
"Upload Side View photo","Upload Side View photo"
"Upload Your Artwork","Upload Your Artwork"
"Upload Your Photo","Upload Your Photo"
"Upload your pet's photo","Upload your pet's photo"
"Use gift card to checkout","Use gift card to checkout"
"Use my company's address details","Use my company's address details"
"Use my default billing data","Use my default billing data"
"VIEW","VIEW"
"Value","Value"
"Veterinarians","Veterinarians"
"View all","View all"
"View order","View order"
"View","View"
"Voucher available for either a 16″ regular sized or 30″ supersized custom plush Budsie","Voucher available for either a 16″ regular sized or 30″ supersized custom plush Budsie"
"Vouchers include free S&H for Budsie ($13.95 value!).","Vouchers include free S&H for Budsie ($13.95 value!)."
"Vuestore","Vuestore"
"WHAT? You're Leaving!","WHAT? You're Leaving!"
"Want to upload photos now? Please use","Want to upload photos now? Please use"
"We bring the lucky child's artwork to life!","We bring the lucky child's artwork to life!"
"We can't find the page","We can't find the page"
"We found other products you might like","We found other products you might like"
"We recommend 3 photos from different angles. Please try to show your pet's special markings","We recommend 3 photos from different angles. Please try to show your pet's special markings"
"We recommend using clear images of your pet’s face in the position you would like them to be in on the image. Our designer will stylize, but not fully alter, the image you upload.","We recommend using clear images of your pet’s face in the position you would like them to be in on the image. Our designer will stylize, but not fully alter, the image you upload."
"We use cookies to give you the best shopping experience.","We use cookies to give you the best shopping experience."
"We will email you when your ticket is called and a spot has opened for your Specialty Commissions creation. Once your ticket is chosen, you will be able to submit your order. Raffle drawings will occur on a weekly basis until every ticket holder has been called.","We will email you when your ticket is called and a spot has opened for your Specialty Commissions creation. Once your ticket is chosen, you will be able to submit your order. Raffle drawings will occur on a weekly basis until every ticket holder has been called."
"We will first get through all raffle ticket holders before we open up Specialty Commissions to the public","We will first get through all raffle ticket holders before we open up Specialty Commissions to the public"
"We will refund the rush fee in the unlikely event we do not meet a promised delivery date","We will refund the rush fee in the unlikely event we do not meet a promised delivery date"
"We will send you details regarding the order","We will send you details regarding the order"
"We will send you the invoice to given e-mail address","We will send you the invoice to given e-mail address"
"We'll also send you a reminder email with instructions after you place your order","We'll also send you a reminder email with instructions after you place your order"
"We'll look into your error and call or email you back with an alternate method of payment.","We'll look into your error and call or email you back with an alternate method of payment."
"We'll send you a digital copy of the coloring book via email for you to download when ready!","We'll send you a digital copy of the coloring book via email for you to download when ready!"
"We've noticed Internal Server Error while rendering this request.","We've noticed Internal Server Error while rendering this request."
"We've sent password reset instructions to your email. Check your inbox and follow the link.","We've sent password reset instructions to your email. Check your inbox and follow the link."
"Week","Week"
"What we can improve?","What we can improve?"
"When anyone clicks this link and reserves their spot, you will receive an additional ticket.","When anyone clicks this link and reserves their spot, you will receive an additional ticket."
"When you're ready, please email a photo of the design to:","When you're ready, please email a photo of the design to:"
"When you're ready, please email photo to:","When you're ready, please email photo to:"
"Whether it makes us laugh, cry, or just gives us butterflies in our stomach... our team loves hearing the stories behind the plush. Sometimes, we handpick stories to share in our Spotlights or with the media.","Whether it makes us laugh, cry, or just gives us butterflies in our stomach... our team loves hearing the stories behind the plush. Sometimes, we handpick stories to share in our Spotlights or with the media."
"Why are you leaving me?","Why are you leaving me?"
"Winning Tickets","Winning Tickets"
"Wishlist","Wishlist"
"With 16″ Budsie","With 16″ Budsie"
"With 30″ Budsie","With 30″ Budsie"
"Woah! @Petsies makes a custom plush lookalike of your pet (just send them a photo!). Check out", "Woah! @Petsies makes a custom plush lookalike of your pet (just send them a photo!). Check out"
"Woah! Now you can turn your original characters and drawings into plush @Budsies","Woah! Now you can turn your original characters and drawings into plush @Budsies"
"Woah! You can turn your original characters and drawings into plush","Woah! You can turn your original characters and drawings into plush"
"Women fashion","Women fashion"
"You agree to receive email marketing from Budsies regarding our products and services.","You agree to receive email marketing from Budsies regarding our products and services."
"You are logged in as {firstname}","You are logged in as {firstname}"
"You are logged in!","You are logged in!"
"You are offline","You are offline"
"You are offline. Some features might not be available.","You are offline. Some features might not be available."
"You can allow us to remind you about the order via push notification after coming back online. You'll only need to click on it to confirm.","You can allow us to remind you about the order via push notification after coming back online. You'll only need to click on it to confirm."
"You can also use","You can also use"
"You can check status of your order by using our delivery status feature. You will receive an order confirmation e-mail with details of your order and a link to track its progress.","You can check status of your order by using our delivery status feature. You will receive an order confirmation e-mail with details of your order and a link to track its progress."
"You can do this now or after placing your order","You can do this now or after placing your order"
"You can log to your account using e-mail and password defined earlier. On your account you can <b>edit your profile data,</b> check <b>history of transactions,</b> edit <b>subscription to newsletter.</b>","You can log to your account using e-mail and password defined earlier. On your account you can <b>edit your profile data,</b> check <b>history of transactions,</b> edit <b>subscription to newsletter.</b>"
"You can only upload {count} files","You can only upload {count} files"
"You can see all previously chosen ticket numbers","You can see all previously chosen ticket numbers"
"You currently have no orders","You currently have no orders"
"You have been successfully subscribed to our newsletter!","You have been successfully subscribed to our newsletter!"
"You have been successfully unsubscribed from our newsletter!","You have been successfully unsubscribed from our newsletter!"
"You have no additional address entries in your address book.","You have no additional address entries in your address book."
"You have no default address entries in your address book.","You have no default address entries in your address book."
"You have no items to compare.","You have no items to compare."
"You have successfuly placed the order. You can check status of your order by using our <b>delivery status</b> feature. You will receive an order confirmation e-mail with details of your order and a link to track its progress.","You have successfuly placed the order. You can check status of your order by using our <b>delivery status</b> feature. You will receive an order confirmation e-mail with details of your order and a link to track its progress."
"You may include up to 3 images per {product} to help us understand it.","You may include up to 3 images per {product} to help us understand it."
"You may include up to 3 photos in your email (all of the same person)","You may include up to 3 photos in your email (all of the same person)"
"You may include up to 3 photos in your email (all of the same pet)","You may include up to 3 photos in your email (all of the same pet)"
"You may provide up to 3 photos for each person.","You may provide up to 3 photos for each person."
"You may provide up to 3 photos","You may provide up to 3 photos"
"You may select up to 3 most prominent color(s) of your animal to assist our team.","You may select up to 3 most prominent color(s) of your animal to assist our team."
"You must accept the terms and conditions.","You must accept the terms and conditions."
"You need to be logged in to see this page","You need to be logged in to see this page"
"You submitted your review for moderation.","You submitted your review for moderation."
"You will be presented with Apple Pay at the end of the checkout process","You will be presented with Apple Pay at the end of the checkout process"
"You will complete your payment via PayPal. After You will make payment, order will be automatically placed","You will complete your payment via PayPal. After You will make payment, order will be automatically placed"
"You will receive Push notification about the order.","You will receive Push notification about the order."
"You will receive Push notification after coming back online. You can confirm the order by clicking on it","You will receive Push notification after coming back online. You can confirm the order by clicking on it"
"You'll receive a confirmation email with your order number shortly!","You'll receive a confirmation email with your order number shortly!"
"You're logged out","You're logged out"
"You've Won Early Access to Specialty Commissions","You've Won Early Access to Specialty Commissions"
"You've entered an incorrect coupon code. Please try again.","You've entered an incorrect coupon code. Please try again."
"You've successfully placed the order","You've successfully placed the order"
"Your Account","Your Account"
"Your Pet's Breed","Your Pet's Breed"
"Your Pet's Name","Your Pet's Name"
"Your bag is empty","Your bag is empty"
"Your color input is especially helpful when photos are blurry or poorly lit. If left blank, our designers will use their professional judgement.","Your color input is especially helpful when photos are blurry or poorly lit. If left blank, our designers will use their professional judgement."
"Your current email address is","Your current email address is"
"Your e-mail","Your e-mail"
"Your email","Your email"
"Your feedback is important for us. Let us know what we could improve.","Your feedback is important for us. Let us know what we could improve."
"Your name","Your name"
"Your purchase","Your purchase"
"Your shopping cart is empty.","Your shopping cart is empty."
"Your story has just been broadcast to the design team. Thank you very much for giving us the opportunity to be a part of your family.","Your story has just been broadcast to the design team. Thank you very much for giving us the opportunity to be a part of your family."
"Your wishlist is empty.","Your wishlist is empty."
"You’ll receive dispatch confirmation and an arrival date","You’ll receive dispatch confirmation and an arrival date"
"Zip code must have at least 3 letters.","Zip code must have at least 3 letters."
"Zip-code *","Zip-code *"
"Zip-code must have at least 3 letters.","Zip-code must have at least 3 letters."
"Zip-code","Zip-code"
"a chat","a chat"
"a contact page","a contact page"
"and","and"
"browse our catalog","browse our catalog"
"but, but, but... why?","but, but, but... why?"
"color","color"
"color_filter","Color"
"design variant","design variant"
"email","email"
"erin_recommends_filter","Erin Recommends"
"for our Roadmap!","for our Roadmap!"
"here","here"
"if you have any questions.","if you have any questions."
"is an automated inbox used only for receiving images","is an automated inbox used only for receiving images"
"is an automated inbox used only for receiving images.","is an automated inbox used only for receiving images."
"login in to your account","login in to your account"
"login to your account","login to your account"
"login","login"
"or fill the details below","or fill the details below"
"or login to your account","or login to your account"
"or make up your own","or make up your own"
"or write to us through","or write to us through"
"or","or"
"our uploader","our uploader"
"our uploader.","our uploader."
"password","password"
"photo tips!","photo tips!"
"please indicate in Special Instructions","please indicate in Special Instructions"
"price_filter","Price"
"recommended","recommended"
"register an account","register an account"
"return to log in","return to log in"
"search","search"
"send them to us later","send them to us later"
"send them to us later.","send them to us later."
"size","size"
"size_filter","Size"
"to account","to account"
"to find product you were looking for.","to find product you were looking for."
"to find something beautiful for You!","to find something beautiful for You!"
"try a different payment method?","try a different payment method?"
"value","value"
"{count} Reviews","{count} Reviews"
"{count} items","{count} items"
"{product} Order Form","{product} Order Form"
"Skin Tone","Skin Tone"

"Add another artist","Add another artist"
"Add artist","Add artist"
"Artist's name","Artist's name"
"Be a Trendsetter. Share your creation!","Be a Trendsetter. Share your creation!"
"Do you have a special story?","Do you have a special story?"
"Enter the artist's birthday so we can send you a special gift","Enter the artist's birthday so we can send you a special gift"
"Just brought a drawing to life by making a custom stuffed toy!","Just brought a drawing to life by making a custom stuffed toy!"
"Love Budsies? Share the love with friends and get VIP perks!","Love Budsies? Share the love with friends and get VIP perks!"
"Share with Budsies","Share with Budsies"
"Thank you for placing your Budsies order.","Thank you for placing your Budsies order."
"Upload photo","Upload photo"
"A Super Fun Activity to Do With Your Kids!","A Super Fun Activity to Do With Your Kids!"
"Bonus: You'll also receive a free digital copy of our exclusive drawing & storybook “Dongler's Dinner Quest”!","Bonus: You'll also receive a free digital copy of our exclusive drawing & storybook “Dongler's Dinner Quest”!"
"Character","Character"
"Check your email for everything you need to make your epic Budsies creation, plus your free drawing and storybook featuring the one-and-only, Dongler!","Check your email for everything you need to make your epic Budsies creation, plus your free drawing and storybook featuring the one-and-only, Dongler!"
"Cut them out and paste them together","Cut them out and paste them together"
"Download Guide","Download Guide"
"Download The Storybook","Download The Storybook"
"Download Your Kit","Download Your Kit"
"Drawing template of the creation type you chose","Drawing template of the creation type you chose"
"Drawing templates of any extras you selected","Drawing templates of any extras you selected"
"Email Address:","Email Address:"
"Extras","Extras"
"Here's everything you need to make an epic Budsies creation, plus your free drawing and storybook featuring the one-and-only, Dongler!","Here's everything you need to make an epic Budsies creation, plus your free drawing and storybook featuring the one-and-only, Dongler!"
"How Does the Inspiration Machine Work?","How Does the Inspiration Machine Work?"
"Not sure what to draw for your awesome Budsies creation!? Our Inspiration Machine is here to help! Simply make your selections at each step and we’ll provide you with a helpful DIY kit to inspire your own amazing art.","Not sure what to draw for your awesome Budsies creation!? Our Inspiration Machine is here to help! Simply make your selections at each step and we’ll provide you with a helpful DIY kit to inspire your own amazing art."
"Or draw something completely new based on your templates","Or draw something completely new based on your templates"
"Our helpful machine guides your family's imagination journey. We help you decide what you would like to draw as your Budsies character and which accessories you'd like your character to have.","Our helpful machine guides your family's imagination journey. We help you decide what you would like to draw as your Budsies character and which accessories you'd like your character to have."
"Over 25 beautifully illustrated color pages take Dongler through a magical land as he makes his trek home for dinner. From the delight of a yummy chocolate bar to the freight of a dark forest, your child's illustrations will help Dongler get home in time for dinner!","Over 25 beautifully illustrated color pages take Dongler through a magical land as he makes his trek home for dinner. From the delight of a yummy chocolate bar to the freight of a dark forest, your child's illustrations will help Dongler get home in time for dinner!"
"Please allow up to 5 mins for the digital guide to be created","Please allow up to 5 mins for the digital guide to be created"
"Select Your Character","Select Your Character"
"Select Your Creature Type","Select Your Creature Type"
"Select Your Extras","Select Your Extras"
"Send My Inspiration Kit","Send My Inspiration Kit"
"Skip to download","Skip to download"
"The Inspiration Machine is a fun activity to do both by yourself or with your kiddos.","The Inspiration Machine is a fun activity to do both by yourself or with your kiddos."
"Trace the pieces and color them in","Trace the pieces and color them in"
"YAY! Your Inspiration Kit is Being Compiled!","YAY! Your Inspiration Kit is Being Compiled!"
"Your Creation Awaits!","Your Creation Awaits!"
"Your Inspiration Kit Includes:","Your Inspiration Kit Includes:"
"Your Inspiration Kit Is On It's Way!","Your Inspiration Kit Is On It's Way!"
"Your kit includes printable templates of your special creature and all the awesome extras you selected.","Your kit includes printable templates of your special creature and all the awesome extras you selected."
"Whatever you decide to do, we can't wait to see what you create! :)","Whatever you decide to do, we can't wait to see what you create! :)"
"Enter your address below and we'll send you your customized, printable kit! We’ll also send you a free digital copy of “Dongler’s Dinner Quest” drawing and storybook. (valued at $24.95 on Amazon)",""
"Dongler's Dinner Quest (value of $24.95)","Dongler's Dinner Quest (value of $24.95)"
"Budsies Pals Kit","Budsies Pals Kit"
"Hospital Or Nonprofit","Hospital Or Nonprofit"
"Hospital","Hospital"
"Purchase a Budsies Pals Kit","Purchase a Budsies Pals Kit"
"The Budsies Pals Kits are delivered to the kiddos, so they can draw and create their own Budsies stuffed animal.","The Budsies Pals Kits are delivered to the kiddos, so they can draw and create their own Budsies stuffed animal."
"The Budsies stuffed animals are handmade with love by our designers and sent to the kiddos or their loved ones to offer them comfort & happiness.","The Budsies stuffed animals are handmade with love by our designers and sent to the kiddos or their loved ones to offer them comfort & happiness."
"We respect each facility's and family's privacy, but do our best to share photo and video updates of the children after they receive their magical creations.","We respect each facility's and family's privacy, but do our best to share photo and video updates of the children after they receive their magical creations."
"Each child is paired with a sponsor from our Budsies Community (that's you!).","Each child is paired with a sponsor from our Budsies Community (that's you!)."
"Apparel","Apparel"
"Budsies Pals Order Form","Budsies Pals Order Form"
"Budsies Pals Participant Name","Budsies Pals Participant Name"
"Describe Your Child's Budsies","Describe Your Child's Budsies"
"Enter your Information","Enter your Information"
"Household & Accessories","Household & Accessories"
"Parent/Guardian Name","Parent/Guardian Name"
"Please order","Please order"
"Please provide as much direction as possible to help us understand the artwork. Features, colors, & even mood are all very important.","Please provide as much direction as possible to help us understand the artwork. Features, colors, & even mood are all very important."
"Plush Products","Plush Products"
"Select Your Hospital","Select Your Hospital"
"Selfies Accessories","Selfies Accessories"
"Selfies if you have","Selfies if you have"
"Upload a Digital Photo of Your Child Holding His/Her Artwork","Upload a Digital Photo of Your Child Holding His/Her Artwork"
"people in your photo","people in your photo"
"two","two"
"No extra people","No extra people"
"Add more people","Add more people"
"Keychain Type","Keychain Type"
"I understand that my child's artwork, artwork description, photo, and first name, may be displayed on the Budsies website, social media, promotional materials, and within emails for the promotion of this program and Budsies plush services. Other media and promotion partners, such as television, newspapers, and magazines may also publish this content for related stories. No direct communication between my family and the sponsor is expected or required. If a sponsor is not identified, Budsies will sponsor my child’s custom plushie with no charge to you. Production may take up to 6 weeks. Thank you for reading this legalese as required by attorneys... now let's make some magical plush experiences!","I understand that my child's artwork, artwork description, photo, and first name, may be displayed on the Budsies website, social media, promotional materials, and within emails for the promotion of this program and Budsies plush services. Other media and promotion partners, such as television, newspapers, and magazines may also publish this content for related stories. No direct communication between my family and the sponsor is expected or required. If a sponsor is not identified, Budsies will sponsor my child’s custom plushie with no charge to you. Production may take up to 6 weeks. Thank you for reading this legalese as required by attorneys... now let's make some magical plush experiences!"